frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
219,1,2056.189299642584 1125.016105813886 2564.6290238978795 1572.7781092244027,2222.9386596679688 1397.4848225911458 2425.6027221679688 1483.8748372395833,0,0,0
220,1,2056.516966744913 1126.7031275937516 2564.9923334242762 1574.7870582983833,2222.854248046875 1399.99609375 2425.215087890625 1485.63671875,0.42020896077156067,AP05JEO,0.3682005292190105
221,1,2057.1905287563377 1129.4770281133995 2565.9856081094676 1577.1479587548508,2217.11669921875 1401.332763671875 2432.349853515625 1487.83056640625,0.3279111087322235,AF05JEQ,0.39972015999128224
222,1,2056.8441171206164 1130.6039615505692 2567.735922381398 1578.4835044912852,2219.6075439453125 1403.818868001302 2431.0980224609375 1491.0322672526042,0,0,0
223,1,2056.4977054848955 1131.7308949877388 2569.4862366533275 1579.8190502277196,2222.098388671875 1406.3049723307292 2429.84619140625 1494.2339680989583,0,0,0
224,1,2056.151293849174 1132.8578284249083 2571.2365509252577 1581.154595964154,2224.5892333984375 1408.7910766601562 2428.5943603515625 1497.4356689453125,0,0,0
225,1,2055.804882213453 1133.9847618620781 2572.986865197188 1582.490141700588,2227.080078125 1411.2771809895833 2427.342529296875 1500.6373697916667,0,0,0
226,1,2055.458470577732 1135.111695299248 2574.7371794691176 1583.8256874370225,2229.5709228515625 1413.7632853190105 2426.0906982421875 1503.8390706380208,0,0,0
227,1,2055.1120589420107 1136.2386287364175 2576.4874937410477 1585.1612331734568,2232.061767578125 1416.2493896484375 2424.8388671875 1507.040771484375,0.27102959156036377,AF05JEQ,0.245503080024554
228,1,2054.493978429994 1137.2473143627708 2577.3654149624554 1587.358520132354,2230.6661987304688 1417.15185546875 2425.434326171875 1507.33740234375,0,0,0
229,1,2053.875897917977 1138.2559999891241 2578.243336183863 1589.5558070912512,2229.2706298828125 1418.0543212890625 2426.02978515625 1507.634033203125,0,0,0
230,1,2053.25781740596 1139.2646856154777 2579.1212574052706 1591.7530940501485,2227.8750610351562 1418.956787109375 2426.625244140625 1507.9306640625,0,0,0
231,1,2052.6397368939433 1140.273371241831 2579.9991786266783 1593.9503810090457,2226.4794921875 1419.8592529296875 2427.220703125 1508.227294921875,0.33236032724380493,AF05JEO,0.19763816008018076
232,1,2054.212723376474 1141.141431303919 2582.9350465158686 1596.4067553252476,2225.12744140625 1425.33251953125 2434.3125 1510.902099609375,0.4061937928199768,AF05JEO,0.27178186329463017
233,1,2054.5697627595023 1143.8446196579443 2583.0143001063657 1600.7994796606868,2229.464111328125 1429.095947265625 2437.20458984375 1513.1875,0.5010273456573486,AP05JEO,0.2916502357052042
234,1,2054.042673200533 1146.4531081067275 2583.5165866518532 1603.7004461703875,2230.8751395089284 1430.8124476841517 2437.0885184151784 1516.2795933314733,0,0,0
235,1,2053.515583641564 1149.0615965555105 2584.0188731973403 1606.6014126800883,2232.2861676897323 1432.5289481026787 2436.9724469866073 1519.3716866629463,0,0,0
236,1,2052.9884940825946 1151.6700850042937 2584.521159742828 1609.502379189789,2233.697195870536 1434.2454485212054 2436.856375558036 1522.4637799944196,0,0,0
237,1,2052.461404523625 1154.278573453077 2585.023446288315 1612.40334569949,2235.108224051339 1435.961948939732 2436.740304129464 1525.555873325893,0,0,0
238,1,2051.9343149646556 1156.88706190186 2585.5257328338025 1615.3043122091908,2236.5192522321427 1437.6784493582588 2436.6242327008927 1528.6479666573662,0,0,0
239,1,2051.4072254056864 1159.495550350643 2586.0280193792896 1618.2052787188916,2237.9302804129466 1439.3949497767858 2436.5081612723216 1531.7400599888392,0,0,0
240,1,2050.880135846717 1162.1040387994262 2586.530305924777 1621.1062452285923,2239.34130859375 1441.1114501953125 2436.39208984375 1534.8321533203125,0.36684486269950867,AP05JEO,0.4878985782876682
241,1,2049.064175631648 1162.920024975802 2587.108450318342 1622.8178804986585,2238.65283203125 1441.093017578125 2436.36279296875 1534.9617919921875,0.37443098425865173,AP05JEO,0.38827217221317323
242,1,2047.8337325611449 1162.378816226822 2587.73709348993 1624.6746082919553,2226.961669921875 1442.226806640625 2421.5947265625 1534.911376953125,0.46616607904434204,AP05JEO,0.20614310745109435
243,1,2045.0519348758216 1163.7889645013818 2588.3587551480077 1628.8960295856548,2237.061767578125 1447.4345703125 2419.927734375 1538.0029296875,0.3690052330493927,AP05JEO,0.363601795365788
244,1,2044.248777236916 1166.3857296764968 2589.1043252940763 1632.2985609408329,2238.6122233072915 1453.5819905598958 2425.8165690104165 1543.8670247395833,0,0,0
245,1,2043.4456195980106 1168.982494851612 2589.8498954401452 1635.7010922960112,2240.1626790364585 1459.7294108072917 2431.7054036458335 1549.7311197916667,0,0,0
246,1,2042.642461959105 1171.579260026727 2590.595465586214 1639.1036236511893,2241.713134765625 1465.8768310546875 2437.59423828125 1555.59521484375,0.3575607240200043,AP05JEO,0.5166121772552568
247,1,2041.3907486924672 1173.353257732615 2590.904671246627 1640.5904516338833,2241.79052734375 1465.8944091796875 2437.6015625 1555.571044921875,0.3562134802341461,AP05JEO,0.5166121772552568
248,1,2038.9626476855601 1174.6640792577389 2590.713459151886 1642.2394773076542,2229.6591796875 1464.943359375 2427.624755859375 1550.38916015625,0.34771934151649475,AP05JEO,0.2387122203958808
249,1,2040.9086290888004 1177.8853664026542 2591.825404154843 1644.6211110883123,2235.9918619791665 1467.6263020833333 2433.8751627604165 1553.9918619791667,0,0,0
250,1,2042.8546104920406 1181.1066535475697 2592.9373491578 1647.0027448689707,2242.3245442708335 1470.3092447916667 2440.1255696614585 1557.5945638020833,0,0,0
251,1,2044.8005918952808 1184.327940692485 2594.0492941607567 1649.3843786496288,2248.6572265625 1472.9921875 2446.3759765625 1561.197265625,0.2872021794319153,AP05JEO,0.6251620803150237
252,1,2046.8633617956475 1186.0532246680082 2595.0282776107915 1652.4109187711956,2225.70361328125 1468.2066650390625 2446.208984375 1560.5086669921875,0.37635672092437744,AP05JEO,0.15186918714280787
253,1,2048.2802398115577 1186.4973796765935 2595.2859686395336 1653.7655028901463,2225.7626953125 1468.20556640625 2446.17333984375 1560.4632568359375,0.37762337923049927,AP05JEO,0.15186918714280787
254,1,2050.2889735012327 1187.562588478731 2596.9137158020235 1655.180363510487,2225.380615234375 1471.019287109375 2448.970947265625 1558.781005859375,0.4991769790649414,AP05JEO,0.24999551745330276
255,1,2050.8840609097515 1187.259550129314 2596.786304107457 1656.6929913574918,2225.14990234375 1476.479248046875 2447.5244140625 1559.317138671875,0.3714320659637451,AP05JEO,0.2271258867929929
256,1,2051.3525137661754 1188.9063532991595 2596.682755585719 1659.7058658922986,2230.485107421875 1481.58740234375 2437.14990234375 1560.22509765625,0,0,0
257,1,2051.8209666226 1190.553156469005 2596.5792070639804 1662.7187404271053,2235.8203125 1486.695556640625 2426.775390625 1561.133056640625,0.27724751830101013,AP05JEO,0.2847188671675525
258,1,2051.336926662067 1192.2070833539526 2596.7134627622804 1665.3477976617853,2236.6456705729165 1486.8311360677083 2426.3076171875 1563.4281412760417,0,0,0
259,1,2050.852886701534 1193.8610102389 2596.847718460581 1667.976854896465,2237.4710286458335 1486.9667154947917 2425.83984375 1565.7232259114583,0,0,0
260,1,2050.368846741001 1195.5149371238476 2596.981974158881 1670.605912131145,2238.29638671875 1487.102294921875 2425.3720703125 1568.018310546875,0.2657769024372101,AP05JEO,0.259324621488577
261,1,2049.283528950792 1197.8633871438078 2598.124275982779 1673.2157219540045,2237.1429443359375 1490.460693359375 2426.059326171875 1570.3034057617188,0,0,0
262,1,2048.1982111605835 1200.2118371637682 2599.266577806678 1675.8255317768637,2235.989501953125 1493.819091796875 2426.74658203125 1572.5885009765625,0.25495460629463196,AP05JEO,0.14227506551150063
263,1,2049.7807824177494 1202.0133001194456 2601.3666486902234 1676.650917667883,2239.341796875 1493.08544921875 2450.236083984375 1583.605712890625,0.4722708463668823,AP05JEO,0.08576765386450833
264,1,2048.2825225198653 1205.484844723283 2601.7692102845635 1680.2811679323695,2230.421630859375 1491.81591796875 2449.6015625 1581.470947265625,0.4519755244255066,AP05JED,0.37550753127228004
265,1,2047.3970197815847 1206.6812417576293 2602.1966314942733 1681.5600205937371,2230.3359375 1491.717529296875 2449.755615234375 1581.625244140625,0.4552024006843567,AP05JED,0.37550753127228004
266,1,2046.5677035611338 1208.663441649091 2604.2004885012507 1682.886709576404,2232.2978515625 1501.5120849609375 2423.42333984375 1583.6656494140625,0.2962803840637207,AP05JEQ,0.5451682707304524
267,1,2045.65182906005 1210.3838939574387 2604.801005111263 1684.7854377057579,2235.197021484375 1504.7092590332031 2423.5880126953125 1586.7733459472656,0,0,0
268,1,2044.7359545589661 1212.1043462657863 2605.401521721275 1686.6841658351118,2238.09619140625 1507.9064331054688 2423.752685546875 1589.8810424804688,0,0,0
269,1,2043.8200800578823 1213.824798574134 2606.002038331287 1688.582893964466,2240.995361328125 1511.1036071777344 2423.9173583984375 1592.9887390136719,0,0,0
270,1,2042.9042055567984 1215.5452508824817 2606.6025549412993 1690.4816220938199,2243.89453125 1514.30078125 2424.08203125 1596.096435546875,0.34054216742515564,AP05JEO,0.5439310844733173
271,1,2041.9940979840665 1216.6011961141849 2607.4336079216673 1692.1116576292666,2240.29248046875 1513.3388671875 2431.818603515625 1596.119384765625,0.3579176664352417,AP05JEO,0.36207541528541975
272,1,2041.709285453848 1218.6856615980832 2609.948809936999 1694.9593027530614,2238.0048828125 1508.107177734375 2447.2568359375 1599.96240234375,0.4778168499469757,AP05JEO,0.1862823047388384
273,1,2041.4551198390775 1220.8004900815567 2611.500753823738 1698.5623344440255,2251.11962890625 1516.5596923828125 2460.66455078125 1609.9530029296875,0.5491341948509216,AP05JEO,0.3644714164902254
274,1,2042.396707609476 1222.5965754387423 2614.180425683702 1701.206955436069,2250.2509765625 1516.928466796875 2466.5 1616.1654052734375,0.6392161250114441,AP05JEO,0.454864283003227
275,1,2044.505172881105 1226.0681957904674 2616.2352191890195 1705.0154536692337,2241.414306640625 1522.5230712890625 2457.35791015625 1605.8148193359375,0.5656701922416687,AP05JEO,0.4358476858440311
276,1,2047.804396401098 1228.9562737723404 2618.5770957368863 1707.8871262526723,2238.2197265625 1527.363037109375 2463.5361328125 1606.681884765625,0.571954071521759,AP05JEO,0.22525809852662254
277,1,2049.0794258871906 1229.9757786783402 2619.251060147601 1708.881207867198,2238.240234375 1527.396240234375 2463.4921875 1606.6669921875,0.5702441334724426,AP05JEO,0.22525809852662254
278,1,2050.783271681976 1230.9941019377245 2621.0415047565934 1709.81295332182,2240.0888671875 1526.1298828125 2444.94677734375 1604.518798828125,0.5291911363601685,AP05JEO,0.2017814854200828
279,1,2054.6985343863066 1232.5767723246477 2622.641234753178 1713.4195942371016,2250.41552734375 1535.5352783203125 2452.521484375 1610.6744384765625,0.437799334526062,AP05JEO,0.17138039015118897
280,1,2052.5821538215473 1232.5783185338576 2623.3310934569668 1716.537380818783,2268.36572265625 1539.5657958984375 2463.9384765625 1612.5113525390625,0.36663246154785156,AP05JEO,0.4825152525180078
281,1,2050.2481803419832 1235.425519361977 2622.507850403208 1721.907255124118,2264.75341796875 1543.33447265625 2463.1123046875 1624.370361328125,0.48404353857040405,AP05JEO,0.7515445468587482
282,1,2051.263549516379 1237.4324757303168 2624.9701635653078 1726.1488260067301,2243.71240234375 1537.73291015625 2448.6884765625 1622.322509765625,0.37970829010009766,AP05JEO,0.4654817149180487
283,1,2051.4913625254303 1237.7134195937356 2626.1672865554146 1728.0664412558658,2243.975830078125 1537.751220703125 2448.604248046875 1622.31298828125,0.37939566373825073,AP05JEO,0.4654817149180487
284,1,2051.3265559210586 1237.9827286802374 2627.5835763650957 1729.605040365379,2271.597412109375 1540.9727783203125 2469.6142578125 1626.6280517578125,0.382148414850235,AP05JEO,0.8421832534462538
285,1,2047.904952645535 1239.9143892360498 2627.3028769803154 1733.5917000642362,2246.76806640625 1541.784912109375 2461.238525390625 1623.62646484375,0.5065416097640991,AP05JEO,0.4543195703653665
286,1,2042.0995278229875 1241.3933756979843 2626.324846574632 1737.4617332151354,2242.12060546875 1538.7711181640625 2456.3037109375 1626.1732177734375,0.5333108305931091,AP05JEO,0.528883193017606
287,1,2045.5787444324023 1243.098304132119 2630.509726479643 1741.8628048776698,2248.524169921875 1540.2418212890625 2453.186279296875 1626.6595458984375,0.4813152849674225,AP05JEO,0.8377365981314604
288,1,2046.5537733582757 1245.9509272103219 2633.3910423817997 1746.7028338645032,2247.61865234375 1549.7490234375 2445.5439453125 1636.45751953125,0.4800361096858978,AP05JEO,0.3654196430014926
289,1,2046.6891445153574 1246.6091720629258 2634.905357493594 1748.7082426733416,2247.49267578125 1549.708740234375 2445.255859375 1636.30810546875,0.4803541898727417,AP05JEO,0.3654196430014926
290,1,2047.345039244776 1250.3092648425168 2637.124668336633 1751.9711688729585,2268.02001953125 1556.0439453125 2470.33056640625 1645.083740234375,0.41627535223960876,AP05JEO,0.48782379556004846
291,1,2047.5591093546695 1253.234071544864 2638.936022060268 1755.8157543435968,2254.706298828125 1553.5015869140625 2468.95068359375 1649.9241943359375,0.4714720547199249,AP05JEO,0.18565236552646186
292,1,2047.3990924918578 1257.388755725218 2639.686112650681 1760.0754767724886,2238.7978515625 1559.897216796875 2425.654052734375 1643.880126953125,0.33795228600502014,AP05JEC,0.3924668552058303
293,1,2049.6010462210597 1258.2437998872892 2640.1281304209233 1762.6810868358025,2255.414794921875 1570.862060546875 2472.980712890625 1656.23779296875,0.5103926062583923,AP05JED,0.11145998705662691
294,1,2049.512360452737 1260.3122973667398 2640.2396217448077 1766.2562426201719,2254.087646484375 1568.031005859375 2478.356689453125 1661.0240478515625,0.5149405598640442,AP05JED,0.188012486715101
295,1,2049.4125195190436 1260.7270766760435 2640.3634116312305 1767.8034020435853,2254.03515625 1568.033203125 2478.330078125 1661.05224609375,0.5158676505088806,AP05JED,0.188012486715101
296,1,2047.2519764581534 1263.0352605275284 2640.9207925675305 1770.7365131821111,2246.8642578125 1574.0057373046875 2462.01611328125 1653.1146240234375,0.49723801016807556,AP05JEO,0.5311108896177602
297,1,2048.198585724137 1265.3510558811656 2644.9324063766153 1774.0113298916033,2255.78564453125 1580.1271362304688 2462.0103759765625 1658.8742065429688,0,0,0
298,1,2049.14519499012 1267.6668512348028 2648.9440201857005 1777.2861466010954,2264.70703125 1586.24853515625 2462.004638671875 1664.6337890625,0.4105187654495239,AP05JEO,0.3996074467041597
299,1,2050.0680791888735 1269.7635456445805 2656.648193297404 1780.3459821573897,2274.369140625 1588.7838134765625 2455.7255859375 1661.8641357421875,0.27105051279067993,AP05JEO,0.8957862394988558
300,1,2049.222615852356 1272.7891577420917 2660.6546594785455 1785.152780037746,2274.5205078125 1586.963623046875 2461.067138671875 1661.49951171875,0.3543829917907715,AP05JEO,0.9449432834462761
301,1,2048.757782866028 1273.5752669933095 2663.007289964132 1787.189571879881,2274.0703125 1586.612548828125 2459.3701171875 1661.31591796875,0.3493809700012207,AP05JEO,0.7732025699756626
302,1,2051.392355703204 1275.054811145194 2665.803472182827 1789.7196997395981,2260.71435546875 1584.439453125 2471.34912109375 1666.67578125,0.32226017117500305,AP05JEO,0.8637121146721323
303,1,2053.6256781322354 1277.9160363064298 2664.856369872625 1792.7769611329304,2271.125244140625 1593.861328125 2459.2998046875 1671.1636962890625,0.3203055262565613,AP05JEQ,0.5067093272566339
304,1,2047.2730998638592 1279.9695275577242 2660.796126075197 1794.4472859445023,2268.1513671875 1591.9921875 2488.71337890625 1680.569091796875,0.25804927945137024,AP05JEO,0.5618734512168874
305,1,2044.366123533688 1281.6628748838725 2656.717977643177 1796.2884816920186,2250.281982421875 1583.2998046875 2483.44873046875 1674.25927734375,0.4873815178871155,AP05JEO,0.9218816114705919
306,1,2045.2175079989574 1284.4019979795917 2658.102342055691 1800.0656218681193,2253.9052734375 1593.4786376953125 2456.177490234375 1682.4554443359375,0.42705878615379333,AP05JEO,0.7145987752916133
307,1,2044.4238485886526 1285.1832765698514 2658.1400385042634 1801.596910375928,2253.88134765625 1593.31591796875 2456.744140625 1682.634033203125,0.42630431056022644,AP05JEO,0.5815795187766443
308,1,2044.6318338781261 1285.3147393126021 2661.3827728654046 1803.2460101961244,2266.978515625 1600.830322265625 2492.7490234375 1699.55712890625,0.386519193649292,AP05JEO,0.6089257875099993
309,1,2045.763644604608 1286.672932825606 2664.2770600586064 1805.7532772666023,2265.62548828125 1604.53076171875 2450.91943359375 1695.501220703125,0.3230174481868744,AP05JEO,0.47268350157326994
310,1,2048.553460529547 1290.2657440766502 2671.7248130304606 1809.3415496586426,2267.40673828125 1609.4417724609375 2472.673828125 1695.17138671875,0.4120490252971649,AP05JEO,0.41738779102841256
311,1,2052.1807121294246 1294.856147269611 2677.215138771487 1813.927651473081,2282.1884765625 1618.3912353515625 2496.353759765625 1700.0255126953125,0.39202335476875305,AP05JEO,0.5009515547247062
312,1,2054.6924688418235 1301.383025860802 2676.5005583931584 1819.9828558531938,2280.033203125 1614.179931640625 2496.302734375 1701.390869140625,0.4390116035938263,AP05JEO,0.37702815084912705
313,1,2055.7768219017894 1303.9055210804038 2675.0898393691573 1822.2803556469219,2279.306640625 1614.114013671875 2495.958251953125 1701.534912109375,0.44016867876052856,AP05JEO,0.471317788213516
314,1,2051.867836834879 1304.3697305320406 2669.284787357411 1823.8192136682474,2263.435546875 1615.9910888671875 2484.717041015625 1698.5965576171875,0.4749488830566406,AP05JEO,0.24225611403254574
315,1,2054.3005272839773 1307.3011563120501 2668.5451612428196 1827.136841292743,2263.988525390625 1616.833740234375 2462.343017578125 1698.7093505859375,0.39202743768692017,AP05JEO,0.16770943493531426
316,1,2050.5345609378246 1307.6949195465859 2667.0285360987073 1827.8804079612619,2283.859130859375 1632.211669921875 2501.02294921875 1706.666015625,0.3238746225833893,AP05JEO,0.28602287466813875
317,1,2045.4967656727883 1308.906249227352 2665.3229116504554 1830.0363651981138,2289.61083984375 1637.294677734375 2486.48779296875 1707.242431640625,0.4679276943206787,AP05JEO,0.3445334723517819
318,1,2046.258235735696 1310.7604098718125 2668.2965850109204 1833.1413605345651,2288.27734375 1639.4908447265625 2488.4892578125 1711.708740234375,0.3289792537689209,AP05JEO,0.30391181045356813
319,1,2046.1008974433234 1311.178958209689 2669.8018451415373 1834.4183438959135,2288.045654296875 1639.524169921875 2488.418701171875 1711.59228515625,0.3301994800567627,AP05JEO,0.30391181045356813
320,1,2052.5753801668116 1313.8825987549167 2671.9461163815486 1837.1676909525763,2312.8232421875 1637.9102783203125 2498.486328125 1715.8590087890625,0.37918347120285034,AP05JEO,0.26100209388404244
321,1,2057.7746578572182 1316.7625357872726 2673.8387797410755 1840.4596876196538,2277.5654296875 1639.1876220703125 2486.60595703125 1718.7747802734375,0.5414088368415833,AP05JEQ,0.3077024893833842
322,1,2057.779932617027 1319.471175587081 2672.7272625450687 1844.0661580454928,2254.417236328125 1630.8662109375 2520.51708984375 1723.1103515625,0.3085230886936188,AP05JEO,0.33770175941226704
323,1,2053.6459236656733 1322.3584468093568 2672.280712713426 1848.8331199319691,2271.3223876953125 1642.8912963867188 2516.7655029296875 1732.4512939453125,0,0,0
324,1,2049.5119147143196 1325.2457180316328 2671.8341628817834 1853.6000818184457,2288.2275390625 1654.9163818359375 2513.013916015625 1741.792236328125,0.26218289136886597,AP05JEO,0.5351639533460429
325,1,2047.055919755578 1325.4760837853385 2672.9064401502096 1855.5177397571322,2288.73583984375 1655.072021484375 2512.83447265625 1741.6171875,0.2578621208667755,AP05JEO,0.25527512955137993
326,1,2052.349783722967 1327.7518025621696 2677.8453812273447 1858.8363802662454,2271.123779296875 1650.92529296875 2487.708251953125 1741.045654296875,0.3646140396595001,AP05JEO,0.3546847137100611
327,1,2053.0628958617035 1329.6105169062557 2678.9207694911056 1861.4240619954544,2271.68212890625 1655.4697265625 2490.5673828125 1745.729736328125,0.4409565329551697,AP05JEO,0.3002296157313996
328,1,2059.4738111452293 1332.558243293945 2682.8431562965593 1866.983025836637,2277.52685546875 1660.874267578125 2493.6630859375 1751.7392578125,0.5181270837783813,AP05JEQ,0.3259911242842591
329,1,2059.9195934714276 1334.4248111635718 2683.8192821385596 1871.4416654076906,2274.2373046875 1666.999267578125 2509.718994140625 1749.88671875,0.5490968823432922,AP05JEO,0.4805005934751779
330,1,2068.462538079143 1336.5093930001508 2687.4899903890455 1875.7316011658295,2277.73486328125 1668.18310546875 2515.97119140625 1750.505126953125,0.5412492752075195,AP05JEO,0.21938231014458184
331,1,2072.63424672004 1336.8316194597178 2688.0614481398616 1877.71763497935,2277.728759765625 1668.19189453125 2516.423583984375 1750.634033203125,0.5391190052032471,AP05JEO,0.2525810653056396
332,1,2070.1835252828178 1340.7047998739722 2686.687477602925 1881.8024903706269,2286.281005859375 1671.1558430989583 2519.034423828125 1753.9632975260417,0,0,0
333,1,2067.732803845595 1344.5779802882264 2685.3135070659882 1885.887345761904,2294.833251953125 1674.1197916666667 2521.645263671875 1757.2925618489583,0,0,0
334,1,2065.2820824083724 1348.4511607024808 2683.9395365290516 1889.972201153181,2303.385498046875 1677.083740234375 2524.256103515625 1760.621826171875,0.3535872995853424,AP05JEO,0.3073389792582316
335,1,2064.286043781291 1351.4482791365558 2685.8956084598826 1892.8341981527883,2294.4091796875 1685.999267578125 2490.09619140625 1768.60107421875,0.45524072647094727,AP05JEO,0.4066748397269266
336,1,2068.1028365335214 1352.8807905009216 2688.1153923110014 1894.1523033537826,2292.650634765625 1686.3720703125 2492.8582763671875 1772.1081848144531,0,0,0
337,1,2071.9196292857514 1354.3133018652875 2690.3351761621207 1895.470408554777,2290.89208984375 1686.744873046875 2495.620361328125 1775.6152954101562,0,0,0
338,1,2075.736422037982 1355.745813229653 2692.5549600132395 1896.7885137557714,2289.133544921875 1687.11767578125 2498.3824462890625 1779.1224060058594,0,0,0
339,1,2079.553214790212 1357.178324594019 2694.7747438643582 1898.1066189567657,2287.375 1687.490478515625 2501.14453125 1782.6295166015625,0.49921298027038574,AP05JED,0.27540083459328696
340,1,2082.4472461551322 1360.0491937629795 2696.6833473588085 1900.014629814807,2286.830078125 1699.0576171875 2503.68798828125 1787.288818359375,0.5318524241447449,AP05JED,0.4067938936303523
341,1,2085.092178108775 1365.3831651810501 2697.4918172089833 1903.4917035242697,2282.603515625 1704.5703125 2511.929931640625 1789.405029296875,0.43751344084739685,AP05JEL,0.16398690116127632
342,1,2086.3950492490017 1369.6285038988171 2697.927588618563 1908.3956574648,2291.78857421875 1708.1942138671875 2515.6337890625 1793.0665283203125,0.4445702135562897,AP05JEL,0.18156489157485545
343,1,2086.8024210952726 1371.0535059416552 2697.924092143735 1910.3005134986888,2291.95068359375 1708.087646484375 2515.49072265625 1793.1134033203125,0.4458923637866974,AP05JEL,0.20453707898319168
344,1,2076.1275568163064 1374.6462389172395 2699.3330553392434 1916.0609182931187,2291.8330078125 1705.955322265625 2531.149658203125 1799.721435546875,0.5770103931427002,AP05JEO,0.4357784650530753
345,1,2075.495226184642 1378.0105855420338 2702.143290160412 1921.148219648534,2284.51513671875 1711.845703125 2517.12548828125 1795.07958984375,0.5166749954223633,AP05JEO,0.4919060588983278
346,1,2077.6500360346813 1379.9268205550425 2704.7340178817835 1924.5948076033428,2292.038818359375 1721.690185546875 2518.311767578125 1803.83642578125,0.47137391567230225,AP05JEO,0.2772533928715425
347,1,2081.655697888509 1383.3177214266284 2706.987212523245 1928.564368593531,2295.0943603515625 1726.0640258789062 2528.7677001953125 1810.2275390625,0,0,0
348,1,2085.6613597423366 1386.7086222982143 2709.240407164707 1932.5339295837193,2298.14990234375 1730.4378662109375 2539.2236328125 1816.61865234375,0.39906492829322815,AP05JEO,0.45483558948929054
349,1,2087.9520070009207 1388.0432904920103 2709.7396206891267 1934.207285710966,2298.117919921875 1730.41845703125 2539.298583984375 1816.565185546875,0.39582571387290955,AP05JEO,0.4984935421757987
350,1,2086.5673434179994 1392.9873080122438 2709.2391414493163 1938.1001834768613,2288.505859375 1731.7093505859375 2490.66845703125 1812.3892822265625,0.43399688601493835,AP05JED,0.23027759786635954
351,1,2084.189129826388 1396.9963778348977 2707.862341230347 1941.7733713395721,2288.719970703125 1732.8878173828125 2510.56005859375 1819.53369140625,0.5935255289077759,AP05JEU,0.10758098312221116
352,1,2076.453449812158 1400.0429578160654 2705.643851641488 1945.094608230553,2280.97216796875 1734.8580322265625 2488.6884765625 1817.6275634765625,0.5559337139129639,AP05JEO,0.12317794435030784
353,1,2082.74441280471 1404.7268734595898 2711.883038635983 1949.3977735212782,2303.3740234375 1731.8485107421875 2535.63232421875 1835.9102783203125,0.2831951081752777,AP05JEO,0.5194491558449101
354,1,2086.359856928405 1408.0827758801327 2716.442988464246 1953.7296839566977,2289.336181640625 1743.693603515625 2531.288818359375 1841.2001953125,0.330641508102417,AP05JEO,0.2800113122579468
355,1,2087.702065123315 1409.0923970963065 2718.493562213217 1955.4598845595167,2289.437255859375 1743.6925048828125 2531.298828125 1841.2342529296875,0.33336079120635986,AP05JEO,0.2800113122579468
356,1,2086.185513806642 1410.6054365418017 2721.266727011106 1958.7550671356562,2289.8193359375 1744.641357421875 2503.15966796875 1836.725830078125,0.40363913774490356,AP05JEO,0.36957552707043423
357,1,2090.591659799261 1412.7604725859567 2726.960694191168 1961.976510468596,2291.0341796875 1755.986572265625 2532.6376953125 1843.676513671875,0.48059219121932983,AP05JEO,0.28348061724230145
358,1,2087.95297074149 1415.620931245539 2729.514192664687 1966.0082788862755,2288.2509765625 1759.37109375 2545.6240234375 1845.593994140625,0.4400048553943634,AP05JEO,0.77383822761738
